3.536425692642857221e-01 -3.834306258642857998e-03 8.232695961428575801e-04 8.235616231071428775e-03
1.769121592071428495e+00 -5.463684817885713918e-03 9.464466176999994243e-04 6.469076710485715219e-03
3.184713718357143009e+00 -5.825067940039998712e-03 6.062181895021428752e-04 4.306892294457144096e-03
4.600409386285712721e+00 -5.055095239671429305e-03 -1.662656640714290800e-04 2.770473958614286768e-03
6.016539957857143683e+00 -3.480032228457143051e-03 3.155027982857139019e-04 2.313216565941429454e-03
7.432504129999999876e+00 -2.547925577064286042e-03 4.914383967428571746e-04 2.438954816486427635e-03
8.848752635000002087e+00 -1.772242870499999602e-03 1.215872666721430807e-04 2.420639473428571557e-03
1.026481928642857433e+01 -1.436633793714285363e-03 -3.382433900164282317e-04 1.696882983750000766e-03
1.168103034571428367e+01 -1.740867463285714588e-03 -4.823012904714285153e-04 1.070385006142857360e-03
1.309720465357142949e+01 -1.421361892428571689e-03 2.305342523571440915e-05 3.970539305714286928e-04
1.451352390642856527e+01 -1.421573295150714393e-03 6.776742327000002638e-05 2.254396910571426565e-04
1.592983190071428723e+01 -8.292170053499995632e-04 -7.564092112000002930e-04 1.091868449642856547e-04
1.734638864000000424e+01 -2.691283350714282745e-04 -4.521684973642853614e-04 -2.305557738000001133e-04
1.876288771285713608e+01 -9.192623570714314864e-05 -1.210176793189999883e-03 -1.265849687107142548e-03
2.017941177857142776e+01 -1.336575522214287386e-04 -9.092851097880001081e-04 -1.211542464042855921e-03
2.159590990071428962e+01 -3.627814253035715033e-04 -2.468608525785713861e-04 -9.008630115071422553e-04
2.301230247928570449e+01 -2.865262234857143104e-04 4.365019662071427777e-04 -8.852625446142862271e-04
2.442875303428571243e+01 -3.765108410857142987e-04 1.726057329999997595e-05 -3.349012580857140659e-04
2.584537474285714254e+01 5.142880159999994953e-05 -9.414603443928566554e-04 -1.532329349999987298e-05
2.726188397428571619e+01 -7.381394251950000466e-04 -9.155911362714290328e-04 9.177180232214286705e-04
2.867836380571428734e+01 -1.001972617035714469e-03 -2.805921815714283295e-04 1.449616195928572120e-03
3.009491909714285640e+01 -6.092031959214283879e-04 9.696994059285730363e-05 1.796914627185714755e-03
3.151148966642857019e+01 -5.954621280142854229e-04 2.751566558571428255e-04 1.567455098014285423e-03
3.292830857071429307e+01 -8.172551957142869478e-05 4.555347060714283816e-04 5.923586391357145908e-04
3.434480598428570630e+01 -1.356761141143573068e-04 7.447860381428570310e-04 4.553415364642891458e-05
3.576125762214287107e+01 2.805851997500001483e-04 9.651600126357143695e-04 -6.244083407285715669e-04
3.717762348214284174e+01 5.572353650999993871e-04 2.725145562499997967e-04 -6.393901815500000656e-04
3.859411259214285650e+01 1.118927218935713988e-03 -4.135739461571426301e-04 -1.042026567071425530e-04
4.001074001857142548e+01 8.044476625785712369e-04 2.263071782857110846e-05 -2.760729137142858012e-04
4.142714972499999249e+01 1.127199369128571629e-03 -1.824673386428570963e-04 -2.061017392571428439e-04
4.284368478714285544e+01 7.562414947078574144e-04 -1.753700586285714222e-04 4.154499495785715082e-04
4.425992724357142549e+01 6.493761235500001032e-04 1.178715342499998407e-04 -1.603165935357143122e-04
4.567625792428570719e+01 1.753151418714285297e-04 3.201194418857141659e-04 -2.205022009999998717e-04
4.709247126071428369e+01 -1.004899042142856739e-04 -2.881766017928573544e-05 -7.390520552357140310e-04
4.850879129357142006e+01 4.339625687571427044e-04 -7.977104496857138818e-04 -4.604892052142859011e-04
4.992522858357142468e+01 1.853040272428570722e-04 -9.829043016928568337e-04 2.578580950000001253e-05
5.134141082785713905e+01 4.210594088692859709e-04 -5.468799277571428181e-04 -5.785067146571422824e-04
5.275743026428570204e+01 7.234805719035716787e-04 -1.222536837285714102e-04 -7.694137013785719076e-04
5.417361734285715613e+01 3.657459211357146902e-04 -7.825130122071427205e-04 -4.861208005714287984e-04
5.558978069999997018e+01 7.435184860785713605e-04 -3.200804227857139209e-04 -5.364321259999997029e-04
5.700606810714284478e+01 1.200907740592856978e-03 1.806370944142858363e-04 -4.956298822857144659e-04
5.842222936428571245e+01 1.632212514068571638e-03 -2.534031831999995765e-04 -1.072818539785714729e-03
5.983833341428571373e+01 2.232025150699999683e-03 -4.878856575142854991e-04 -1.190576235187857301e-03
6.125431141428570214e+01 2.926831487635714324e-03 -6.454821298571422215e-05 -2.211466600792857343e-03
6.267018638571428824e+01 3.675419687142857886e-03 -4.628525232857155872e-05 -3.251016560357142867e-03
6.408616297142856411e+01 4.650728419207144498e-03 -9.478801117285716102e-04 -5.155202689949288028e-03
6.550186333571429032e+01 4.968659459520715152e-03 -1.096487016185713950e-03 -6.892895179142854642e-03
6.691763262857141115e+01 3.766103366714285052e-03 -6.512694339285716788e-04 -8.913491338492141383e-03
6.833304746428569842e+01 1.960071817490000035e-03 -4.255601782599999260e-04 -9.636400336928571675e-03
6.974859007142855205e+01 -9.296920088928571288e-04 8.643594633571425679e-04 -1.001068509262142796e-02
