3.536425692642857221e-01 3.498148931285714747e-02 1.482674842285715419e-04 -1.020915259148571369e-02
1.769121592071428495e+00 3.377301704785714426e-02 1.505567570650002214e-04 -1.604521615929071360e-02
3.184713718357143009e+00 3.222034780285713135e-02 1.850696581157141056e-04 -2.062974253588721954e-02
4.600409386285712721e+00 3.044196594949999737e-02 1.438924786571428767e-04 -2.394381379746857857e-02
6.016539957857143683e+00 2.886015502335714800e-02 3.237570156785713805e-04 -2.596190540428571294e-02
7.432504129999999876e+00 2.769066996092858085e-02 2.849196099214284269e-04 -2.739568240164284504e-02
8.848752635000002087e+00 2.740067367814285823e-02 4.265819141564286023e-04 -2.807140499021428676e-02
1.026481928642857433e+01 2.772192734071428702e-02 3.040259109214284877e-04 -2.839756579571428921e-02
1.168103034571428367e+01 2.810970908142856883e-02 4.395604184792856477e-04 -2.846876606642856702e-02
1.309720465357142949e+01 2.847539116285714364e-02 5.173671553850001364e-04 -2.853800386185713703e-02
1.451352390642856527e+01 2.835405621642856852e-02 4.806088633195001341e-04 -2.879628845214285762e-02
1.592983190071428723e+01 2.790928580000000270e-02 5.464999931714287652e-04 -2.915063026142857353e-02
1.734638864000000424e+01 2.730694887857142497e-02 7.414440954262857542e-04 -2.943538777428571576e-02
1.876288771285713608e+01 2.652193891500000469e-02 7.221786928728569314e-04 -2.961272937571428690e-02
2.017941177857142776e+01 2.573322644657142361e-02 7.455573483071432092e-04 -2.962680613428571308e-02
2.159590990071428962e+01 2.472612746621000515e-02 6.696253695214289450e-04 -2.979482461792857390e-02
2.301230247928570449e+01 2.379954895027141734e-02 5.544868090714287533e-04 -3.006291009507143161e-02
2.442875303428571243e+01 2.316193184427143073e-02 4.665174479428573460e-04 -3.043841591171431160e-02
2.584537474285714254e+01 2.266862993652856914e-02 3.314225354514285294e-04 -3.101173651714285093e-02
2.726188397428571619e+01 2.262706000266428638e-02 3.246135329164283973e-04 -3.127840540714284939e-02
2.867836380571428734e+01 2.286721027592856711e-02 2.033189869864284523e-04 -3.130247239714286506e-02
3.009491909714285640e+01 2.328527028117857028e-02 3.501719430714285994e-04 -3.105679692714285317e-02
3.151148966642857019e+01 2.416718129150000755e-02 1.614483449100000731e-04 -3.059272101571429078e-02
3.292830857071429307e+01 2.507368836850000851e-02 2.375013045671429241e-04 -3.038451201857142459e-02
3.434480598428570630e+01 2.600529066642856893e-02 1.796283607835717007e-04 -3.039019181714286075e-02
3.576125762214287107e+01 2.688089039714285783e-02 2.777118931999998956e-04 -3.007829805642856999e-02
3.717762348214284174e+01 2.738519420207143062e-02 3.128647975285713326e-04 -2.979689430785714341e-02
